BBA: <1,10>; 
KHY: <12,9>; 
KIA: <12,10>; 
KIC: <12,2>; 
KIB: <12,1>; 
KIE: <12,4>; 
KID: <12,3>; 
KIG: <12,6>; 
KIF: <12,5>; 
KII: <12,8>; 
KIH: <12,7>; 
KIK: <12,10>; 
KIJ: <12,9>; 
KIM: <12,2>; 
KIL: <12,1>; 
KIO: <12,4>; 
KIN: <12,3>; 
KIQ: <12,6>; 
KIP: <12,5>; 
KIS: <12,8>; 
KIR: <12,7>; 
KIU: <12,10>; 
KIT: <12,9>; 
KIW: <12,2>; 
KIV: <12,1>; 
KIY: <12,4>; 
KIX: <12,3>; 
KJB: <12,6>; 
KJA: <12,5>; 
KJD: <12,8>; 
KJC: <12,7>; 
KJF: <12,10>; 
KJE: <12,9>; 
KJH: <12,2>; 
KJG: <12,1>; 
KJJ: <12,4>; 
KJI: <12,3>; 
KJL: <12,6>; 
KJK: <12,5>; 
KJN: <12,8>; 
KJM: <12,7>; 
KJP: <12,10>; 
KJO: <12,9>; 
KJR: <12,2>; 
KJQ: <12,1>; 
KJT: <12,4>; 
KJS: <12,3>; 
KJV: <12,6>; 
KJU: <12,5>; 
KJX: <12,8>; 
KJW: <12,7>; 
KJY: <12,9>; 
KKA: <12,10>; 
KKC: <13,2>; 
KKB: <13,1>; 
KKE: <13,4>; 
KKD: <13,3>; 
KKG: <13,6>; 
KKF: <13,5>; 
KKI: <13,8>; 
KKH: <13,7>; 
KKK: <13,10>; 
KKJ: <13,9>; 
KKM: <13,2>; 
KKL: <13,1>; 
KKO: <13,4>; 
KKN: <13,3>; 
KKQ: <13,6>; 
KKP: <13,5>; 
KKS: <13,8>; 
KKR: <13,7>; 
KKU: <13,10>; 
KKT: <13,9>; 
KKW: <13,2>; 
KKV: <13,1>; 
KKY: <13,4>; 
KKX: <13,3>; 
KLB: <13,6>; 
KLA: <13,5>; 
KLD: <13,8>; 
KLC: <13,7>; 
KLF: <13,10>; 
KLE: <13,9>; 
KLH: <13,2>; 
KLG: <13,1>; 
KLJ: <13,4>; 
KLI: <13,3>; 
KLL: <13,6>; 
KLK: <13,5>; 
KLN: <13,8>; 
KLM: <13,7>; 
KLP: <13,10>; 
KLO: <13,9>; 
KLR: <13,2>; 
KLQ: <13,1>; 
KLT: <13,4>; 
KLS: <13,3>; 
KLV: <13,6>; 
KLU: <13,5>; 
KLX: <13,8>; 
KLW: <13,7>; 
KLY: <13,9>; 
KMA: <13,10>; 
KMC: <13,2>; 
KMB: <13,1>; 
KME: <13,4>; 
KMD: <13,3>; 
KMG: <13,6>; 
KMF: <13,5>; 
KMI: <13,8>; 
KMH: <13,7>; 
KMK: <13,10>; 
KMJ: <13,9>; 
KMM: <13,2>; 
KML: <13,1>; 
KMO: <13,4>; 
KMN: <13,3>; 
KMQ: <13,6>; 
KMP: <13,5>; 
KMS: <13,8>; 
KMR: <13,7>; 
KMU: <13,10>; 
KMT: <13,9>; 
KMW: <13,2>; 
KMV: <13,1>; 
KMY: <13,4>; 
KMX: <13,3>; 
KNB: <13,6>; 
KNA: <13,5>; 
KND: <13,8>; 
KNC: <13,7>; 
KNF: <13,10>; 
KNE: <13,9>; 
KNH: <13,2>; 
KNG: <13,1>; 
KNJ: <13,4>; 
KNI: <13,3>; 
KNL: <13,6>; 
KNK: <13,5>; 
KNN: <13,8>; 
KNM: <13,7>; 
KNP: <13,10>; 
KNO: <13,9>; 
KNR: <13,2>; 
KNQ: <13,1>; 
KNT: <13,4>; 
KNS: <13,3>; 
KNV: <13,6>; 
KNU: <13,5>; 
KNX: <13,8>; 
KNW: <13,7>; 
KNY: <13,9>; 
KOA: <13,10>; 
KOC: <13,2>; 
KOB: <13,1>; 
KOE: <13,4>; 
KOD: <13,3>; 
KOG: <13,6>; 
KOF: <13,5>; 
KOI: <13,8>; 
KOH: <13,7>; 
KOK: <13,10>; 
KOJ: <13,9>; 
KOM: <13,2>; 
KOL: <13,1>; 
KOO: <13,4>; 
KON: <13,3>; 
KOQ: <13,6>; 
KOP: <13,5>; 
KOS: <13,8>; 
KOR: <13,7>; 
KOU: <13,10>; 
KOT: <13,9>; 
KOW: <13,2>; 
KOV: <13,1>; 
KOY: <13,4>; 
KOX: <13,3>; 
KPB: <13,6>; 
KPA: <13,5>; 
KPD: <13,8>; 
KPC: <13,7>; 
KPF: <13,10>; 
KPE: <13,9>; 
KPH: <13,2>; 
KPG: <13,1>; 
KPJ: <13,4>; 
KPI: <13,3>; 
KPL: <13,6>; 
KPK: <13,5>; 
KPN: <13,8>; 
KPM: <13,7>; 
KPP: <13,10>; 
KPO: <13,9>; 
KPR: <13,2>; 
KPQ: <13,1>; 
KPT: <13,4>; 
KPS: <13,3>; 
KPV: <13,6>; 
KPU: <13,5>; 
KPX: <13,8>; 
KPW: <13,7>; 
KPY: <13,9>; 
KQA: <13,10>; 
KQC: <13,2>; 
KQB: <13,1>; 
KQE: <13,4>; 
KQD: <13,3>; 
KQG: <13,6>; 
KQF: <13,5>; 
KQI: <13,8>; 
KQH: <13,7>; 
KQK: <13,10>; 
KQJ: <13,9>; 
KQM: <13,2>; 
KQL: <13,1>; 
KQO: <13,4>; 
KQN: <13,3>; 
KQQ: <13,6>; 
KQP: <13,5>; 
KQS: <13,8>; 
KQR: <13,7>; 
KQU: <13,10>; 
KQT: <13,9>; 
KQW: <13,2>; 
KQV: <13,1>; 
KQY: <13,4>; 
KQX: <13,3>; 
KRB: <13,6>; 
KRA: <13,5>; 
KRD: <13,8>; 
KRC: <13,7>; 
KRF: <13,10>; 
KRE: <13,9>; 
KRH: <13,2>; 
KRG: <13,1>; 
KRJ: <13,4>; 
KRI: <13,3>; 
KRL: <13,6>; 
KRK: <13,5>; 
KRN: <13,8>; 
KRM: <13,7>; 
KRP: <13,10>; 
KRO: <13,9>; 
KRR: <13,2>; 
KRQ: <13,1>; 
KRT: <13,4>; 
KRS: <13,3>; 
KRV: <13,6>; 
KRU: <13,5>; 
KRX: <13,8>; 
KRW: <13,7>; 
KRY: <13,9>; 
KSA: <13,10>; 
KSC: <13,2>; 
KSB: <13,1>; 
KSE: <13,4>; 
KSD: <13,3>; 
KSG: <13,6>; 
KSF: <13,5>; 
KSI: <13,8>; 
KSH: <13,7>; 
KSK: <13,10>; 
KSJ: <13,9>; 
KSM: <13,2>; 
KSL: <13,1>; 
KSO: <13,4>; 
KSN: <13,3>; 
KSQ: <13,6>; 
KSP: <13,5>; 
KSS: <13,8>; 
KSR: <13,7>; 
KSU: <13,10>; 
KST: <13,9>; 
KSW: <13,2>; 
KSV: <13,1>; 
KSY: <13,4>; 
KSX: <13,3>; 
KTB: <13,6>; 
KTA: <13,5>; 
KTD: <13,8>; 
KTC: <13,7>; 
KTF: <13,10>; 
KTE: <13,9>; 
KTH: <13,2>; 
KTG: <13,1>; 
KTJ: <13,4>; 
KTI: <13,3>; 
KTL: <13,6>; 
KTK: <13,5>; 
KTN: <13,8>; 
KTM: <13,7>; 
KTP: <13,10>; 
KTO: <13,9>; 
KTR: <13,2>; 
KTQ: <13,1>; 
KTT: <13,4>; 
KTS: <13,3>; 
KTV: <13,6>; 
KTU: <13,5>; 
KTX: <13,8>; 
KTW: <13,7>; 
KTY: <13,9>; 
KUA: <13,10>; 
KUC: <13,2>; 
KUB: <13,1>; 
KUE: <13,4>; 
KUD: <13,3>; 
KUG: <13,6>; 
KUF: <13,5>; 
KUI: <13,8>; 
KUH: <13,7>; 
KUK: <13,10>; 
KUJ: <13,9>; 
KUM: <13,2>; 
KUL: <13,1>; 
KUO: <13,4>; 
KUN: <13,3>; 
KUQ: <13,6>; 
KUP: <13,5>; 
KUS: <13,8>; 
KUR: <13,7>; 
KUU: <13,10>; 
KUT: <13,9>; 
KUW: <13,2>; 
KUV: <13,1>; 
KUY: <13,4>; 
KUX: <13,3>; 
KVB: <13,6>; 
KVA: <13,5>; 
KVD: <13,8>; 
KVC: <13,7>; 
KVF: <13,10>; 
KVE: <13,9>; 
KVH: <13,2>; 
KVG: <13,1>; 
KVJ: <13,4>; 
KVI: <13,3>; 
KVL: <13,6>; 
KVK: <13,5>; 
KVN: <13,8>; 
KVM: <13,7>; 
KVP: <13,10>; 
KVO: <13,9>; 
KVR: <13,2>; 
KVQ: <13,1>; 
KVT: <13,4>; 
KVS: <13,3>; 
KVV: <13,6>; 
KVU: <13,5>; 
KVX: <13,8>; 
KVW: <13,7>; 
KVY: <13,9>; 
KWA: <13,10>; 
KWC: <13,2>; 
KWB: <13,1>; 
KWE: <13,4>; 
KWD: <13,3>; 
KWG: <13,6>; 
KWF: <13,5>; 
KWI: <13,8>; 
KWH: <13,7>; 
KWK: <13,10>; 
KWJ: <13,9>; 
KWM: <13,2>; 
KWL: <13,1>; 
KWO: <13,4>; 
KWN: <13,3>; 
KWQ: <13,6>; 
KWP: <13,5>; 
KWS: <13,8>; 
KWR: <13,7>; 
KWU: <13,10>; 
KWT: <13,9>; 
KWW: <13,2>; 
KWV: <13,1>; 
KWY: <13,4>; 
KWX: <13,3>; 
KXB: <13,6>; 
KXA: <13,5>; 
KXD: <13,8>; 
KXC: <13,7>; 
KXF: <13,10>; 
KXE: <13,9>; 
KXH: <13,2>; 
KXG: <13,1>; 
KXJ: <13,4>; 
KXI: <13,3>; 
KXL: <13,6>; 
KXK: <13,5>; 
KXN: <13,8>; 
KXM: <13,7>; 
KXP: <13,10>; 
KXO: <13,9>; 
KXR: <13,2>; 
KXQ: <13,1>; 
KXT: <13,4>; 
KXS: <13,3>; 
KXV: <13,6>; 
KXU: <13,5>; 
KXX: <13,8>; 
KXW: <13,7>; 
KXY: <13,9>; 
KYA: <13,10>; 
KYC: <13,2>; 
KYB: <13,1>; 
KYE: <13,4>; 
KYD: <13,3>; 
KYG: <13,6>; 
KYF: <13,5>; 
KYI: <13,8>; 
KYH: <13,7>; 
KYK: <13,10>; 
KYJ: <13,9>; 
KYM: <13,2>; 
KYL: <13,1>; 
KYO: <13,4>; 
KYN: <13,3>; 
KYQ: <13,6>; 
KYP: <13,5>; 
KYS: <13,8>; 
KYR: <13,7>; 
KYU: <13,10>; 
KYT: <13,9>; 
KYW: <13,2>; 
KYV: <13,1>; 
KYY: <13,4>; 
KYX: <13,3>; 
LAB: <13,6>; 
LAA: <13,5>; 
LAD: <13,8>; 
LAC: <13,7>; 
LAF: <13,10>; 
LAE: <13,9>; 
LAH: <13,2>; 
LAG: <13,1>; 
LAJ: <13,4>; 
LAI: <13,3>; 
LAL: <13,6>; 
LAK: <13,5>; 
LAN: <13,8>; 
LAM: <13,7>; 
LAP: <13,10>; 
LAO: <13,9>; 
LAR: <13,2>; 
LAQ: <13,1>; 
LAT: <13,4>; 
LAS: <13,3>; 
LAV: <13,6>; 
LAU: <13,5>; 
LAX: <13,8>; 
LAW: <13,7>; 
LAY: <13,9>; 
LBA: <13,10>; 
LBC: <13,2>; 
LBB: <13,1>; 
LBE: <13,4>; 
LBD: <13,3>; 
LBG: <13,6>; 
LBF: <13,5>; 
LBI: <13,8>; 
LBH: <13,7>; 
LBK: <13,10>; 
LBJ: <13,9>; 
LBM: <13,2>; 
LBL: <13,1>; 
LBO: <13,4>; 
LBN: <13,3>; 
LBQ: <13,6>; 
LBP: <13,5>; 
LBS: <13,8>; 
LBR: <13,7>; 
LBU: <13,10>; 
LBT: <13,9>; 
LBW: <13,2>; 
LBV: <13,1>; 
LBY: <13,4>; 
LBX: <13,3>; 
LCB: <13,6>; 
LCA: <13,5>; 
LCD: <13,8>; 
LCC: <13,7>; 
LCF: <13,10>; 
LCE: <13,9>; 
LCH: <13,2>; 
LCG: <13,1>; 
LCJ: <13,4>; 
LCI: <13,3>; 
LCL: <13,6>; 
LCK: <13,5>; 
LCN: <13,8>; 
LCM: <13,7>; 
LCP: <13,10>; 
LCO: <13,9>; 
LCR: <13,2>; 
LCQ: <13,1>; 
LCT: <13,4>; 
LCS: <13,3>; 
LCV: <13,6>; 
LCU: <13,5>; 
LCX: <13,8>; 
LCW: <13,7>; 
LCY: <13,9>; 
LDA: <13,10>; 
LDC: <13,2>; 
LDB: <13,1>; 
LDE: <13,4>; 
LDD: <13,3>; 
LDG: <13,6>; 
LDF: <13,5>; 
LDI: <13,8>; 
LDH: <13,7>; 
LDK: <13,10>; 
LDJ: <13,9>; 
LDM: <13,2>; 
LDL: <13,1>; 
LDO: <13,4>; 
LDN: <13,3>; 
LDQ: <13,6>; 
LDP: <13,5>; 
LDS: <13,8>; 
LDR: <13,7>; 
LDU: <13,10>; 
LDT: <13,9>; 
LDW: <13,2>; 
LDV: <13,1>; 
LDY: <13,4>; 
LDX: <13,3>; 
LEB: <13,6>; 
LEA: <13,5>; 
LED: <13,8>; 
LEC: <13,7>; 
LEF: <13,10>; 
LEE: <13,9>; 
LEH: <13,2>; 
LEG: <13,1>; 
LEJ: <13,4>; 
LEI: <13,3>; 
LEL: <13,6>; 
LEK: <13,5>; 
LEN: <13,8>; 
LEM: <13,7>; 
LEP: <13,10>; 
LEO: <13,9>; 
LER: <13,2>; 
LEQ: <13,1>; 
LET: <13,4>; 
LES: <13,3>; 
LEV: <13,6>; 
LEU: <13,5>; 
LEX: <13,8>; 
LEW: <13,7>; 
LEY: <13,9>; 
LFA: <13,10>; 
LFC: <14,2>; 
LFB: <14,1>; 
LFE: <14,4>; 
LFD: <14,3>; 
LFG: <14,6>; 
LFF: <14,5>; 
LFI: <14,8>; 
LFH: <14,7>; 
LFK: <14,10>; 
LFJ: <14,9>; 
LFM: <14,2>; 
LFL: <14,1>; 
LFO: <14,4>; 
LFN: <14,3>; 
LFQ: <14,6>; 
LFP: <14,5>; 
LFS: <14,8>; 
LFR: <14,7>; 
LFU: <14,10>; 
LFT: <14,9>; 
LFW: <14,2>; 
LFV: <14,1>; 
LFY: <14,4>; 
LFX: <14,3>; 
LGB: <14,6>; 
LGA: <14,5>; 
LGD: <14,8>; 
LGC: <14,7>; 
LGF: <14,10>; 
LGE: <14,9>; 
LGH: <14,2>; 
LGG: <14,1>; 
LGJ: <14,4>; 
LGI: <14,3>; 
LGL: <14,6>; 
LGK: <14,5>; 
LGN: <14,8>; 
LGM: <14,7>; 
LGP: <14,10>; 
LGO: <14,9>; 
LGR: <14,2>; 
LGQ: <14,1>; 
LGT: <14,4>; 
LGS: <14,3>; 
LGV: <14,6>; 
LGU: <14,5>; 
LGX: <14,8>; 
LGW: <14,7>; 
LGY: <14,9>; 
LHA: <14,10>; 
LHC: <14,2>; 
LHB: <14,1>; 
LHE: <14,4>; 
LHD: <14,3>; 
LHG: <14,6>; 
LHF: <14,5>; 
LHI: <14,8>; 
LHH: <14,7>; 
LHK: <14,10>; 
LHJ: <14,9>; 
LHM: <14,2>; 
LHL: <14,1>; 
LHO: <14,4>; 
LHN: <14,3>; 
LHQ: <14,6>; 
LHP: <14,5>; 
LHS: <14,8>; 
LHR: <14,7>; 
LHU: <14,10>; 
LHT: <14,9>; 
LHW: <14,2>; 
LHV: <14,1>; 
LHY: <14,4>; 
LHX: <14,3>; 
LIB: <14,6>; 
LIA: <14,5>; 
LID: <14,8>; 
LIC: <14,7>; 
LIF: <14,10>; 
LIE: <14,9>; 
LIH: <14,2>; 
LIG: <14,1>; 
LIJ: <14,4>; 
LII: <14,3>; 
LIL: <14,6>; 
LIK: <14,5>; 
LIN: <14,8>; 
LIM: <14,7>; 
LIP: <14,10>; 
LIO: <14,9>; 
LIR: <14,2>; 
LIQ: <14,1>; 
LIT: <14,4>; 
LIS: <14,3>; 
LIV: <14,6>; 
LIU: <14,5>; 
LIX: <14,8>; 
LIW: <14,7>; 
LIY: <14,9>; 
LJA: <14,10>; 
LJC: <14,2>; 
LJB: <14,1>; 
LJE: <14,4>; 
LJD: <14,3>; 
LJG: <14,6>; 
LJF: <14,5>; 
LJI: <14,8>; 
LJH: <14,7>; 
LJK: <14,10>; 
LJJ: <14,9>; 
LJM: <14,2>; 
LJL: <14,1>; 
LJO: <14,4>; 
LJN: <14,3>; 
LJQ: <14,6>; 
LJP: <14,5>; 
LJS: <14,8>; 
LJR: <14,7>; 
LJU: <14,10>; 
LJT: <14,9>; 
LJW: <14,2>; 
LJV: <14,1>; 
LJY: <14,4>; 
LJX: <14,3>; 
LKB: <14,6>; 
LKA: <14,5>; 
LKD: <14,8>; 
LKC: <14,7>; 
LKF: <14,10>; 
LKE: <14,9>; 
LKH: <14,2>; 
LKG: <14,1>; 
LKJ: <14,4>; 
LKI: <14,3>; 
LKL: <14,6>; 
LKK: <14,5>; 
LKN: <14,8>; 
LKM: <14,7>; 
LKP: <14,10>; 
LKO: <14,9>; 
LKR: <14,2>; 
LKQ: <14,1>; 
LKT: <14,4>; 
LKS: <14,3>; 
LKV: <14,6>; 
LKU: <14,5>; 
LKX: <14,8>; 
LKW: <14,7>; 
LKY: <14,9>; 
LLA: <14,10>; 
LLC: <14,2>; 
LLB: <14,1>; 
LLE: <14,4>; 
LLD: <14,3>; 
LLG: <14,6>; 
LLF: <14,5>; 
LLI: <14,8>; 
LLH: <14,7>; 
LLK: <14,10>; 
LLJ: <14,9>; 
LLM: <14,2>; 
LLL: <14,1>; 
LLO: <14,4>; 
LLN: <14,3>; 
LLQ: <14,6>; 
LLP: <14,5>; 
LLS: <14,8>; 
LLR: <14,7>; 
LLU: <14,10>; 
LLT: <14,9>; 
LLW: <14,2>; 
LLV: <14,1>; 
LLY: <14,4>; 
LLX: <14,3>; 
LMB: <14,6>; 
LMA: <14,5>; 
LMD: <14,8>; 
LMC: <14,7>; 
LMF: <14,10>; 
LME: <14,9>; 
LMH: <14,2>; 
LMG: <14,1>; 
LMJ: <14,4>; 
LMI: <14,3>; 
LML: <14,6>; 
LMK: <14,5>; 
LMN: <14,8>; 
LMM: <14,7>; 
LMP: <14,10>; 
LMO: <14,9>; 
LMR: <14,2>; 
LMQ: <14,1>; 
LMT: <14,4>; 
LMS: <14,3>; 
LMV: <14,6>; 
LMU: <14,5>; 
LMX: <14,8>; 
LMW: <14,7>; 
LMY: <14,9>; 
LNA: <14,10>; 
LNC: <14,2>; 
LNB: <14,1>; 
LNE: <14,4>; 
LND: <14,3>; 
LNG: <14,6>; 
LNF: <14,5>; 
LNI: <14,8>; 
LNH: <14,7>; 
LNK: <14,10>; 
LNJ: <14,9>; 
LNM: <14,2>; 
LNL: <14,1>; 
LNO: <14,4>; 
LNN: <14,3>; 
LNQ: <14,6>; 
LNP: <14,5>; 
LNS: <14,8>; 
LNR: <14,7>; 
LNU: <14,10>; 
LNT: <14,9>; 
LNW: <14,2>; 
LNV: <14,1>; 
LNY: <14,4>; 
LNX: <14,3>; 
LOB: <14,6>; 
LOA: <14,5>; 
LOD: <14,8>; 
LOC: <14,7>; 
LOF: <14,10>; 
LOE: <14,9>; 
LOH: <14,2>; 
LOG: <14,1>; 
LOJ: <14,4>; 
LOI: <14,3>; 
LOL: <14,6>; 
LOK: <14,5>; 
LON: <14,8>; 
LOM: <14,7>; 
LOP: <14,10>; 
LOO: <14,9>; 
LOR: <14,2>; 
LOQ: <14,1>; 
LOT: <14,4>; 
LOS: <14,3>; 
LOV: <14,6>; 
LOU: <14,5>; 
LOX: <14,8>; 
LOW: <14,7>; 
LOY: <14,9>; 
LPA: <14,10>; 
LPC: <14,2>; 
LPB: <14,1>; 
LPE: <14,4>; 
LPD: <14,3>; 
LPG: <14,6>; 
LPF: <14,5>; 
LPI: <14,8>; 
LPH: <14,7>; 
LPK: <14,10>; 
LPJ: <14,9>; 
LPM: <14,2>; 
LPL: <14,1>; 
LPO: <14,4>; 
LPN: <14,3>; 
LPQ: <14,6>; 
LPP: <14,5>; 
LPS: <14,8>; 
LPR: <14,7>; 
LPU: <14,10>; 
LPT: <14,9>; 
LPW: <14,2>; 
LPV: <14,1>; 
LPY: <14,4>; 
LPX: <14,3>; 
LQB: <14,6>; 
LQA: <14,5>; 
LQD: <14,8>; 
LQC: <14,7>; 
LQF: <14,10>; 
LQE: <14,9>; 
LQH: <14,2>; 
LQG: <14,1>; 
LQJ: <14,4>; 
LQI: <14,3>; 
LQL: <14,6>; 
LQK: <14,5>; 
LQN: <14,8>; 
LQM: <14,7>; 
LQP: <14,10>; 
LQO: <14,9>; 
LQR: <14,2>; 
LQQ: <14,1>; 
LQT: <14,4>; 
LQS: <14,3>; 
LQV: <14,6>; 
LQU: <14,5>; 
LQX: <14,8>; 
LQW: <14,7>; 
LQY: <14,9>; 
LRA: <14,10>; 
LRC: <14,2>; 
LRB: <14,1>; 
LRE: <14,4>; 
LRD: <14,3>; 
LRG: <14,6>; 
LRF: <14,5>; 
LRI: <14,8>; 
LRH: <14,7>; 
LRK: <14,10>; 
LRJ: <14,9>; 
LRM: <14,2>; 
LRL: <14,1>; 
LRO: <14,4>; 
LRN: <14,3>; 
LRQ: <14,6>; 
LRP: <14,5>; 
LRS: <14,8>; 
LRR: <14,7>; 
LRU: <14,10>; 
LRT: <14,9>; 
LRW: <14,2>; 
LRV: <14,1>; 
LRY: <14,4>; 
LRX: <14,3>; 
LSB: <14,6>; 
LSA: <14,5>; 
LSD: <14,8>; 
LSC: <14,7>; 
LSF: <14,10>; 
LSE: <14,9>; 
LSH: <14,2>; 
LSG: <14,1>; 
LSJ: <14,4>; 
LSI: <14,3>; 
LSL: <14,6>; 
LSK: <14,5>; 
LSN: <14,8>; 
LSM: <14,7>; 
LSP: <14,10>; 
LSO: <14,9>; 
LSR: <14,2>; 
LSQ: <14,1>; 
LST: <14,4>; 
LSS: <14,3>; 
LSV: <14,6>; 
LSU: <14,5>; 
LSX: <14,8>; 
LSW: <14,7>; 
LSY: <14,9>; 
LTA: <14,10>; 
LTC: <14,2>; 
LTB: <14,1>; 
LTE: <14,4>; 
LTD: <14,3>; 
LTG: <14,6>; 
LTF: <14,5>; 
LTI: <14,8>; 
LTH: <14,7>; 
LTK: <14,10>; 
LTJ: <14,9>; 
LTM: <14,2>; 
LTL: <14,1>; 
LTO: <14,4>; 
LTN: <14,3>; 
LTQ: <14,6>; 
LTP: <14,5>; 
LTS: <14,8>; 
LTR: <14,7>; 
LTU: <14,10>; 
LTT: <14,9>; 
LTW: <14,2>; 
LTV: <14,1>; 
LTY: <14,4>; 
LTX: <14,3>; 
LUB: <14,6>; 
LUA: <14,5>; 
LUD: <14,8>; 
LUC: <14,7>; 
LUF: <14,10>; 
LUE: <14,9>; 
LUH: <14,2>; 
LUG: <14,1>; 
LUJ: <14,4>; 
LUI: <14,3>; 
LUL: <14,6>; 
LUK: <14,5>; 
LUN: <14,8>; 
LUM: <14,7>; 
LUP: <14,10>; 
LUO: <14,9>; 
LUR: <14,2>; 
LUQ: <14,1>; 
LUT: <14,4>; 
LUS: <14,3>; 
LUV: <14,6>; 
LUU: <14,5>; 
LUX: <14,8>; 
LUW: <14,7>; 
LUY: <14,9>; 
LVA: <14,10>; 
LVC: <14,2>; 
LVB: <14,1>; 
LVE: <14,4>; 
LVD: <14,3>; 
LVG: <14,6>; 
LVF: <14,5>; 
LVI: <14,8>; 
LVH: <14,7>; 
LVK: <14,10>; 
LVJ: <14,9>; 
LVM: <14,2>; 
LVL: <14,1>; 
LVO: <14,4>; 
LVN: <14,3>; 
LVQ: <14,6>; 
LVP: <14,5>; 
LVS: <14,8>; 
LVR: <14,7>; 
LVU: <14,10>; 
LVT: <14,9>; 
LVW: <14,2>; 
LVV: <14,1>; 
LVY: <14,4>; 
LVX: <14,3>; 
LWB: <14,6>; 
LWA: <14,5>; 
LWD: <14,8>; 
LWC: <14,7>; 
LWF: <14,10>; 
LWE: <14,9>; 
LWH: <14,2>; 
LWG: <14,1>; 
LWJ: <14,4>; 
LWI: <14,3>; 
LWL: <14,6>; 
LWK: <14,5>; 
LWN: <14,8>; 
LWM: <14,7>; 
LWP: <14,10>; 
LWO: <14,9>; 
LWR: <14,2>; 
LWQ: <14,1>; 
LWT: <14,4>; 
LWS: <14,3>; 
LWV: <14,6>; 
LWU: <14,5>; 
LWX: <14,8>; 
LWW: <14,7>; 
LWY: <14,9>; 
LXA: <14,10>; 
LXC: <14,2>; 
LXB: <14,1>; 
LXE: <14,4>; 
LXD: <14,3>; 
LXG: <14,6>; 
LXF: <14,5>; 
LXI: <14,8>; 
LXH: <14,7>; 
LXK: <14,10>; 
LXJ: <14,9>; 
LXM: <14,2>; 
LXL: <14,1>; 
LXO: <14,4>; 
LXN: <14,3>; 
LXQ: <14,6>; 
LXP: <14,5>; 
LXS: <14,8>; 
LXR: <14,7>; 
LXU: <14,10>; 
LXT: <14,9>; 
LXW: <14,2>; 
LXV: <14,1>; 
LXY: <14,4>; 
LXX: <14,3>; 
LYB: <14,6>; 
LYA: <14,5>; 
LYD: <14,8>; 
LYC: <14,7>; 
LYF: <14,10>; 
LYE: <14,9>; 
LYH: <14,2>; 
LYG: <14,1>; 
LYJ: <14,4>; 
LYI: <14,3>; 
LYL: <14,6>; 
LYK: <14,5>; 
LYN: <14,8>; 
LYM: <14,7>; 
LYP: <14,10>; 
LYO: <14,9>; 
LYR: <14,2>; 
LYQ: <14,1>; 
LYT: <14,4>; 
LYS: <14,3>; 
LYV: <14,6>; 
LYU: <14,5>; 
LYX: <14,8>; 
LYW: <14,7>; 
LYY: <14,9>; 
MAA: <14,10>; 
MAC: <15,2>; 
MAB: <15,1>; 
MAE: <15,4>; 
MAD: <15,3>; 
MAG: <15,6>; 
MAF: <15,5>; 
MAI: <15,8>; 
MAH: <15,7>; 
MAK: <15,10>; 
MAJ: <15,9>; 
MAM: <15,2>; 
MAL: <15,1>; 
MAO: <15,4>; 
MAN: <15,3>; 
MAQ: <15,6>; 
MAP: <15,5>; 
MAS: <15,8>; 
MAR: <15,7>; 
MAU: <15,10>; 
MAT: <15,9>; 
MAW: <15,2>; 
MAV: <15,1>; 
MAY: <15,4>; 
MAX: <15,3>; 
MBB: <15,6>; 
MBA: <15,5>; 
MBD: <15,8>; 
MBC: <15,7>; 
MBF: <15,10>; 
MBE: <15,9>; 
MBH: <15,2>; 
MBG: <15,1>; 
MBJ: <15,4>; 
MBI: <15,3>; 
MBL: <15,6>; 
MBK: <15,5>; 
MBN: <15,8>; 
MBM: <15,7>; 
MBP: <15,10>; 
MBO: <15,9>; 
MBR: <15,2>; 
MBQ: <15,1>; 
MBT: <15,4>; 
MBS: <15,3>; 
MBV: <15,6>; 
MBU: <15,5>; 
MBX: <15,8>; 
MBW: <15,7>; 
MBY: <15,9>; 
MCA: <15,10>; 
MCC: <15,2>; 
MCB: <15,1>; 
MCE: <15,4>; 
MCD: <15,3>; 
MCG: <15,6>; 
MCF: <15,5>; 
MCI: <15,8>; 
MCH: <15,7>; 
MCK: <15,10>; 
MCJ: <15,9>; 
MCM: <15,2>; 
MCL: <15,1>; 
MCO: <15,4>; 
MCN: <15,3>; 
MCQ: <15,6>; 
MCP: <15,5>; 
MCS: <15,8>; 
MCR: <15,7>; 
MCU: <15,10>; 
MCT: <15,9>; 
MCW: <15,2>; 
MCV: <15,1>; 
MCY: <15,4>; 
MCX: <15,3>; 
MDB: <15,6>; 
MDA: <15,5>; 
MDD: <15,8>; 
MDC: <15,7>; 
MDF: <15,10>; 
MDE: <15,9>; 
MDH: <15,2>; 
MDG: <15,1>; 
MDJ: <15,4>; 
MDI: <15,3>; 
MDL: <15,6>; 
MDK: <15,5>; 
MDN: <15,8>; 
MDM: <15,7>; 
MDP: <15,10>; 
MDO: <15,9>; 
MDR: <15,2>; 
MDQ: <15,1>; 
MDT: <15,4>; 
MDS: <15,3>; 
MDV: <15,6>; 
MDU: <15,5>; 
MDX: <15,8>; 
MDW: <15,7>; 
MDY: <15,9>; 
MEA: <15,10>; 
MEC: <15,2>; 
MEB: <15,1>; 
MEE: <15,4>; 
MED: <15,3>; 
MEG: <15,6>; 
MEF: <15,5>; 
MEI: <15,8>; 
